postcode,LGA,mean_price 2020 Q1,mean_price 2020 Q2,mean_price 2020 Q3,mean_price 2020 Q4,mean_price 2021 Q1,median_price 2020 Q1,median_price 2020 Q2,median_price 2020 Q3,median_price 2020 Q4,median_price 2021 Q1,median_rent_newb 2020 Q1,median_rent_newb 2020 Q2,median_rent_newb 2020 Q3,median_rent_newb 2020 Q4,median_rent_newb 2021 Q1,new_bonds_no 2020 Q1,new_bonds_no 2020 Q2,new_bonds_no 2020 Q3,new_bonds_no 2020 Q4,new_bonds_no 2021 Q1,sales_no 2020 Q1,sales_no 2020 Q2,sales_no 2020 Q3,sales_no 2020 Q4,sales_no 2021 Q1,total_bonds_no 2020 Q1,total_bonds_no 2020 Q2,total_bonds_no 2020 Q3,total_bonds_no 2020 Q4,total_bonds_no 2021 Q1
2157,HORNSBY,705.0,725.0,724.0,2197.0,1916.0,705.0,725.0,724.0,2263.0,2000.0,450.0,490.0,600.0,575.0,600.0,5.0,20.0,20.0,20.0,20.0,5.0,5.0,5.0,20.0,20.0,137.0,141.0,151.0,166.0,171.0
2157,THE HILLS SHIRE,705.0,725.0,724.0,2197.0,1916.0,705.0,725.0,724.0,2263.0,2000.0,450.0,490.0,600.0,575.0,600.0,5.0,20.0,20.0,20.0,20.0,5.0,5.0,5.0,20.0,20.0,137.0,141.0,151.0,166.0,171.0
2158,HORNSBY,1493.0,2304.0,1681.0,1997.0,2013.0,1601.0,1744.0,1420.0,1615.0,1650.0,660.0,620.0,650.0,690.0,600.0,43.0,20.0,37.0,20.0,32.0,20.0,20.0,20.0,35.0,33.0,371.0,360.0,375.0,388.0,392.0
2158,THE HILLS SHIRE,1493.0,2304.0,1681.0,1997.0,2013.0,1601.0,1744.0,1420.0,1615.0,1650.0,660.0,620.0,650.0,690.0,600.0,43.0,20.0,37.0,20.0,32.0,20.0,20.0,20.0,35.0,33.0,371.0,360.0,375.0,388.0,392.0
2159,HORNSBY,1563.0,1789.0,724.0,733.0,2053.0,1418.0,1350.0,724.0,733.0,1748.0,545.0,600.0,523.0,615.0,570.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,157.0,156.0,164.0,178.0,175.0
2160,CITY OF PARRAMATTA,750.0,708.0,750.0,751.0,744.0,780.0,730.0,736.0,778.0,780.0,410.0,400.0,410.0,400.0,400.0,459.0,413.0,454.0,430.0,474.0,99.0,67.0,88.0,116.0,113.0,4718.0,4737.0,4878.0,4914.0,4960.0
2160,CUMBERLAND,750.0,708.0,750.0,751.0,744.0,780.0,730.0,736.0,778.0,780.0,410.0,400.0,410.0,400.0,400.0,459.0,413.0,454.0,430.0,474.0,99.0,67.0,88.0,116.0,113.0,4718.0,4737.0,4878.0,4914.0,4960.0
2161,CUMBERLAND,695.0,682.0,730.0,746.0,740.0,740.0,715.0,758.0,793.0,800.0,420.0,400.0,400.0,395.0,395.0,252.0,212.0,312.0,266.0,286.0,60.0,57.0,61.0,92.0,86.0,2969.0,2969.0,3040.0,3055.0,3055.0
2161,FAIRFIELD,695.0,682.0,730.0,746.0,740.0,740.0,715.0,758.0,793.0,800.0,420.0,400.0,400.0,395.0,395.0,252.0,212.0,312.0,266.0,286.0,60.0,57.0,61.0,92.0,86.0,2969.0,2969.0,3040.0,3055.0,3055.0
2162,CANTERBURY-BANKSTOWN,793.0,835.0,817.0,769.0,852.0,807.0,824.0,808.0,813.0,880.0,440.0,450.0,450.0,450.0,420.0,129.0,109.0,115.0,109.0,106.0,39.0,38.0,50.0,32.0,63.0,1328.0,1337.0,1360.0,1373.0,1383.0
2162,CUMBERLAND,793.0,835.0,817.0,769.0,852.0,807.0,824.0,808.0,813.0,880.0,440.0,450.0,450.0,450.0,420.0,129.0,109.0,115.0,109.0,106.0,39.0,38.0,50.0,32.0,63.0,1328.0,1337.0,1360.0,1373.0,1383.0
2163,CANTERBURY-BANKSTOWN,670.0,539.0,650.0,1274.0,624.0,700.0,603.0,630.0,691.0,650.0,380.0,365.0,350.0,365.0,420.0,61.0,76.0,106.0,72.0,61.0,20.0,20.0,20.0,41.0,20.0,815.0,826.0,870.0,884.0,879.0
2163,FAIRFIELD,670.0,539.0,650.0,1274.0,624.0,700.0,603.0,630.0,691.0,650.0,380.0,365.0,350.0,365.0,420.0,61.0,76.0,106.0,72.0,61.0,20.0,20.0,20.0,41.0,20.0,815.0,826.0,870.0,884.0,879.0
2164,CUMBERLAND,763.0,759.0,792.0,834.0,842.0,771.0,735.0,771.0,788.0,835.0,490.0,450.0,450.0,450.0,450.0,93.0,84.0,113.0,106.0,94.0,34.0,20.0,43.0,70.0,45.0,1521.0,1524.0,1552.0,1546.0,1548.0
2164,FAIRFIELD,763.0,759.0,792.0,834.0,842.0,771.0,735.0,771.0,788.0,835.0,490.0,450.0,450.0,450.0,450.0,93.0,84.0,113.0,106.0,94.0,34.0,20.0,43.0,70.0,45.0,1521.0,1524.0,1552.0,1546.0,1548.0
2165,CUMBERLAND,662.0,639.0,690.0,676.0,749.0,691.0,702.0,727.0,728.0,755.0,410.0,410.0,400.0,390.0,400.0,325.0,320.0,335.0,309.0,250.0,70.0,53.0,86.0,108.0,104.0,5082.0,5107.0,5150.0,5193.0,5165.0
2165,FAIRFIELD,662.0,639.0,690.0,676.0,749.0,691.0,702.0,727.0,728.0,755.0,410.0,410.0,400.0,390.0,400.0,325.0,320.0,335.0,309.0,250.0,70.0,53.0,86.0,108.0,104.0,5082.0,5107.0,5150.0,5193.0,5165.0
2166,FAIRFIELD,649.0,690.0,687.0,708.0,772.0,666.0,710.0,735.0,720.0,778.0,360.0,380.0,360.0,370.0,360.0,326.0,330.0,449.0,348.0,323.0,83.0,87.0,108.0,135.0,118.0,4867.0,4866.0,4973.0,4987.0,4960.0
2167,CAMPBELLTOWN,654.0,636.0,678.0,747.0,738.0,700.0,665.0,693.0,765.0,782.0,420.0,450.0,450.0,440.0,468.0,94.0,63.0,81.0,75.0,72.0,20.0,20.0,20.0,20.0,20.0,945.0,938.0,958.0,952.0,956.0
2168,LIVERPOOL,652.0,658.0,647.0,683.0,736.0,640.0,650.0,645.0,670.0,710.0,400.0,420.0,410.0,400.0,450.0,193.0,161.0,196.0,162.0,138.0,67.0,53.0,104.0,89.0,84.0,2321.0,2322.0,2392.0,2401.0,2372.0
2170,FAIRFIELD,647.0,653.0,662.0,676.0,700.0,630.0,650.0,650.0,675.0,708.0,400.0,400.0,400.0,400.0,400.0,1148.0,1010.0,1273.0,1082.0,1125.0,248.0,255.0,317.0,382.0,348.0,12499.0,12552.0,12974.0,13060.0,13077.0
2170,LIVERPOOL,647.0,653.0,662.0,676.0,700.0,630.0,650.0,650.0,675.0,708.0,400.0,400.0,400.0,400.0,400.0,1148.0,1010.0,1273.0,1082.0,1125.0,248.0,255.0,317.0,382.0,348.0,12499.0,12552.0,12974.0,13060.0,13077.0
2171,LIVERPOOL,799.0,796.0,794.0,852.0,902.0,820.0,784.0,780.0,850.0,858.0,525.0,550.0,540.0,550.0,550.0,141.0,139.0,131.0,124.0,131.0,55.0,40.0,91.0,92.0,73.0,1685.0,1702.0,1736.0,1780.0,1775.0
2173,CAMPBELLTOWN,805.0,807.0,849.0,868.0,873.0,798.0,785.0,815.0,829.0,853.0,520.0,520.0,520.0,520.0,540.0,83.0,73.0,46.0,76.0,74.0,20.0,20.0,34.0,32.0,20.0,978.0,987.0,973.0,978.0,974.0
2173,LIVERPOOL,805.0,807.0,849.0,868.0,873.0,798.0,785.0,815.0,829.0,853.0,520.0,520.0,520.0,520.0,540.0,83.0,73.0,46.0,76.0,74.0,20.0,20.0,34.0,32.0,20.0,978.0,987.0,973.0,978.0,974.0
2173,SUTHERLAND SHIRE,805.0,807.0,849.0,868.0,873.0,798.0,785.0,815.0,829.0,853.0,520.0,520.0,520.0,520.0,540.0,83.0,73.0,46.0,76.0,74.0,20.0,20.0,34.0,32.0,20.0,978.0,987.0,973.0,978.0,974.0
2174,LIVERPOOL,778.0,725.0,799.0,725.0,760.0,820.0,725.0,835.0,671.0,712.0,560.0,580.0,540.0,530.0,500.0,76.0,57.0,95.0,99.0,91.0,20.0,5.0,37.0,76.0,62.0,534.0,543.0,599.0,680.0,720.0
2176,FAIRFIELD,824.0,837.0,905.0,896.0,885.0,802.0,830.0,880.0,875.0,888.0,490.0,483.0,480.0,500.0,500.0,135.0,150.0,163.0,133.0,191.0,38.0,55.0,72.0,97.0,66.0,2381.0,2403.0,2451.0,2422.0,2460.0
2177,FAIRFIELD,802.0,703.0,758.0,776.0,769.0,780.0,725.0,763.0,775.0,828.0,430.0,435.0,450.0,455.0,465.0,47.0,48.0,67.0,66.0,62.0,20.0,20.0,20.0,20.0,34.0,693.0,693.0,708.0,736.0,755.0
2177,LIVERPOOL,802.0,703.0,758.0,776.0,769.0,780.0,725.0,763.0,775.0,828.0,430.0,435.0,450.0,455.0,465.0,47.0,48.0,67.0,66.0,62.0,20.0,20.0,20.0,20.0,34.0,693.0,693.0,708.0,736.0,755.0
2179,CAMDEN,764.0,1849.0,1446.0,1026.0,1481.0,420.0,835.0,798.0,769.0,785.0,530.0,540.0,545.0,550.0,560.0,95.0,105.0,122.0,115.0,89.0,20.0,20.0,54.0,68.0,62.0,729.0,793.0,893.0,972.0,1008.0
2179,CAMPBELLTOWN,764.0,1849.0,1446.0,1026.0,1481.0,420.0,835.0,798.0,769.0,785.0,530.0,540.0,545.0,550.0,560.0,95.0,105.0,122.0,115.0,89.0,20.0,20.0,54.0,68.0,62.0,729.0,793.0,893.0,972.0,1008.0
2179,LIVERPOOL,764.0,1849.0,1446.0,1026.0,1481.0,420.0,835.0,798.0,769.0,785.0,530.0,540.0,545.0,550.0,560.0,95.0,105.0,122.0,115.0,89.0,20.0,20.0,54.0,68.0,62.0,729.0,793.0,893.0,972.0,1008.0
2190,CANTERBURY-BANKSTOWN,893.0,908.0,946.0,916.0,964.0,910.0,875.0,933.0,912.0,1005.0,525.0,480.0,500.0,500.0,513.0,104.0,86.0,86.0,105.0,106.0,43.0,44.0,79.0,57.0,70.0,1431.0,1431.0,1425.0,1444.0,1442.0
2190,STRATHFIELD,893.0,908.0,946.0,916.0,964.0,910.0,875.0,933.0,912.0,1005.0,525.0,480.0,500.0,500.0,513.0,104.0,86.0,86.0,105.0,106.0,43.0,44.0,79.0,57.0,70.0,1431.0,1431.0,1425.0,1444.0,1442.0
2191,CANTERBURY-BANKSTOWN,705.0,725.0,1040.0,901.0,1029.0,705.0,725.0,1100.0,714.0,763.0,520.0,550.0,525.0,510.0,500.0,33.0,31.0,20.0,33.0,20.0,5.0,5.0,20.0,20.0,20.0,403.0,411.0,412.0,422.0,428.0
2191,STRATHFIELD,705.0,725.0,1040.0,901.0,1029.0,705.0,725.0,1100.0,714.0,763.0,520.0,550.0,525.0,510.0,500.0,33.0,31.0,20.0,33.0,20.0,5.0,5.0,20.0,20.0,20.0,403.0,411.0,412.0,422.0,428.0
2192,CANTERBURY-BANKSTOWN,710.0,766.0,786.0,3929.0,734.0,655.0,680.0,655.0,1200.0,580.0,415.0,455.0,380.0,380.0,400.0,179.0,180.0,179.0,175.0,163.0,42.0,20.0,50.0,71.0,67.0,1872.0,1875.0,1903.0,1909.0,1882.0
2193,CANTERBURY-BANKSTOWN,927.0,1026.0,1139.0,956.0,1037.0,707.0,843.0,1100.0,743.0,806.0,510.0,470.0,475.0,460.0,470.0,253.0,200.0,256.0,282.0,235.0,46.0,32.0,43.0,54.0,49.0,2153.0,2120.0,2167.0,2343.0,2329.0
2193,INNER WEST,927.0,1026.0,1139.0,956.0,1037.0,707.0,843.0,1100.0,743.0,806.0,510.0,470.0,475.0,460.0,470.0,253.0,200.0,256.0,282.0,235.0,46.0,32.0,43.0,54.0,49.0,2153.0,2120.0,2167.0,2343.0,2329.0
2194,CANTERBURY-BANKSTOWN,702.0,710.0,1106.0,701.0,729.0,629.0,602.0,650.0,639.0,625.0,430.0,400.0,410.0,400.0,380.0,393.0,395.0,479.0,398.0,460.0,82.0,40.0,76.0,84.0,93.0,4312.0,4270.0,4323.0,4332.0,4339.0
2195,CANTERBURY-BANKSTOWN,427.0,498.0,551.0,662.0,594.0,399.0,420.0,418.0,398.0,434.0,350.0,330.0,330.0,320.0,310.0,333.0,333.0,410.0,373.0,384.0,61.0,40.0,59.0,80.0,74.0,4602.0,4595.0,4619.0,4622.0,4593.0
2196,CANTERBURY-BANKSTOWN,744.0,834.0,757.0,852.0,799.0,730.0,850.0,770.0,850.0,835.0,450.0,430.0,430.0,430.0,390.0,241.0,211.0,221.0,192.0,203.0,41.0,53.0,92.0,101.0,102.0,2582.0,2589.0,2642.0,2632.0,2612.0
2197,CANTERBURY-BANKSTOWN,763.0,725.0,809.0,911.0,903.0,800.0,725.0,825.0,893.0,898.0,528.0,575.0,495.0,465.0,520.0,58.0,48.0,62.0,47.0,44.0,20.0,5.0,20.0,35.0,20.0,530.0,540.0,555.0,564.0,572.0
2198,CANTERBURY-BANKSTOWN,907.0,943.0,907.0,930.0,1037.0,900.0,940.0,905.0,922.0,1028.0,530.0,600.0,523.0,585.0,550.0,53.0,20.0,38.0,44.0,38.0,20.0,20.0,20.0,20.0,20.0,468.0,458.0,462.0,461.0,464.0
2199,CANTERBURY-BANKSTOWN,818.0,740.0,769.0,808.0,899.0,771.0,755.0,765.0,850.0,910.0,470.0,450.0,450.0,450.0,455.0,118.0,82.0,129.0,108.0,99.0,32.0,34.0,36.0,67.0,57.0,1389.0,1377.0,1400.0,1424.0,1401.0
2200,CANTERBURY-BANKSTOWN,673.0,691.0,693.0,683.0,703.0,570.0,620.0,555.0,578.0,570.0,430.0,420.0,420.0,420.0,420.0,459.0,405.0,464.0,473.0,478.0,105.0,67.0,161.0,154.0,171.0,5040.0,5066.0,5153.0,5193.0,5219.0
2203,INNER WEST,1140.0,1056.0,981.0,1077.0,1124.0,940.0,880.0,754.0,788.0,836.0,490.0,450.0,450.0,450.0,450.0,273.0,204.0,322.0,314.0,340.0,39.0,31.0,58.0,57.0,53.0,2815.0,2757.0,2803.0,2931.0,2916.0
2204,INNER WEST,1109.0,1166.0,1067.0,1193.0,1257.0,1013.0,1150.0,900.0,1210.0,1225.0,570.0,520.0,520.0,500.0,480.0,461.0,357.0,516.0,429.0,468.0,96.0,75.0,77.0,119.0,66.0,4328.0,4215.0,4286.0,4301.0,4335.0
2205,BAYSIDE,1711.0,803.0,805.0,833.0,778.0,740.0,728.0,697.0,733.0,714.0,600.0,560.0,530.0,500.0,510.0,603.0,429.0,733.0,689.0,816.0,111.0,49.0,86.0,117.0,138.0,4224.0,4120.0,4179.0,4390.0,4539.0
2206,CANTERBURY-BANKSTOWN,1346.0,1193.0,1235.0,1542.0,1487.0,1362.0,1228.0,1240.0,1528.0,1548.0,600.0,600.0,600.0,600.0,618.0,112.0,87.0,111.0,88.0,112.0,34.0,34.0,49.0,56.0,66.0,1350.0,1341.0,1346.0,1329.0,1326.0
2207,BAYSIDE,964.0,941.0,1018.0,1045.0,1020.0,940.0,791.0,1008.0,1100.0,854.0,520.0,500.0,500.0,473.0,450.0,188.0,145.0,201.0,186.0,170.0,83.0,57.0,78.0,103.0,86.0,2116.0,2088.0,2109.0,2097.0,2080.0
2208,BAYSIDE,1147.0,1198.0,1240.0,1234.0,1554.0,1175.0,1185.0,1250.0,1257.0,1593.0,555.0,550.0,590.0,530.0,565.0,76.0,68.0,74.0,69.0,80.0,20.0,20.0,20.0,35.0,20.0,875.0,877.0,878.0,866.0,881.0
2208,CANTERBURY-BANKSTOWN,1147.0,1198.0,1240.0,1234.0,1554.0,1175.0,1185.0,1250.0,1257.0,1593.0,555.0,550.0,590.0,530.0,565.0,76.0,68.0,74.0,69.0,80.0,20.0,20.0,20.0,35.0,20.0,875.0,877.0,878.0,866.0,881.0
2208,GEORGES RIVER,1147.0,1198.0,1240.0,1234.0,1554.0,1175.0,1185.0,1250.0,1257.0,1593.0,555.0,550.0,590.0,530.0,565.0,76.0,68.0,74.0,69.0,80.0,20.0,20.0,20.0,35.0,20.0,875.0,877.0,878.0,866.0,881.0
2209,CANTERBURY-BANKSTOWN,979.0,1120.0,979.0,996.0,1031.0,965.0,1185.0,1025.0,1000.0,1079.0,473.0,490.0,470.0,470.0,480.0,134.0,102.0,145.0,123.0,129.0,33.0,20.0,20.0,51.0,48.0,1365.0,1356.0,1365.0,1372.0,1378.0
2209,GEORGES RIVER,979.0,1120.0,979.0,996.0,1031.0,965.0,1185.0,1025.0,1000.0,1079.0,473.0,490.0,470.0,470.0,480.0,134.0,102.0,145.0,123.0,129.0,33.0,20.0,20.0,51.0,48.0,1365.0,1356.0,1365.0,1372.0,1378.0
2210,CANTERBURY-BANKSTOWN,910.0,950.0,953.0,1037.0,1034.0,840.0,943.0,945.0,1040.0,1010.0,495.0,460.0,470.0,470.0,470.0,200.0,202.0,218.0,207.0,196.0,93.0,64.0,81.0,90.0,117.0,2090.0,2099.0,2131.0,2172.0,2135.0
2210,GEORGES RIVER,910.0,950.0,953.0,1037.0,1034.0,840.0,943.0,945.0,1040.0,1010.0,495.0,460.0,470.0,470.0,470.0,200.0,202.0,218.0,207.0,196.0,93.0,64.0,81.0,90.0,117.0,2090.0,2099.0,2131.0,2172.0,2135.0
2211,CANTERBURY-BANKSTOWN,963.0,929.0,976.0,962.0,1027.0,989.0,926.0,972.0,950.0,1034.0,530.0,500.0,550.0,550.0,528.0,114.0,88.0,97.0,85.0,120.0,36.0,41.0,50.0,71.0,63.0,1266.0,1260.0,1266.0,1266.0,1274.0
2212,CANTERBURY-BANKSTOWN,947.0,983.0,964.0,987.0,1022.0,975.0,965.0,975.0,1003.0,1040.0,560.0,550.0,550.0,590.0,575.0,113.0,87.0,115.0,94.0,104.0,37.0,44.0,52.0,56.0,67.0,1303.0,1295.0,1321.0,1325.0,1309.0
2213,CANTERBURY-BANKSTOWN,1055.0,1017.0,988.0,1050.0,1109.0,1038.0,950.0,951.0,1033.0,1100.0,580.0,570.0,525.0,550.0,570.0,104.0,115.0,136.0,107.0,106.0,55.0,45.0,84.0,99.0,106.0,1355.0,1354.0,1391.0,1379.0,1358.0
2214,CANTERBURY-BANKSTOWN,705.0,879.0,724.0,949.0,760.5,705.0,855.0,724.0,950.0,760.5,530.0,450.0,450.0,450.0,530.0,20.0,5.0,5.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,122.0,118.0,123.0,126.0,129.0
2216,BAYSIDE,863.0,818.0,815.0,870.0,806.0,700.0,742.0,715.0,740.0,690.0,500.0,480.0,470.0,450.0,440.0,411.0,293.0,496.0,457.0,496.0,77.0,76.0,97.0,138.0,129.0,4402.0,4277.0,4343.0,4344.0,4371.0
2217,BAYSIDE,804.0,1091.0,858.0,955.0,999.0,665.0,785.0,777.0,800.0,800.0,480.0,450.0,450.0,430.0,425.0,455.0,308.0,393.0,479.0,515.0,76.0,59.0,136.0,274.0,167.0,4110.0,4070.0,4053.0,4203.0,4273.0
2217,GEORGES RIVER,804.0,1091.0,858.0,955.0,999.0,665.0,785.0,777.0,800.0,800.0,480.0,450.0,450.0,430.0,425.0,455.0,308.0,393.0,479.0,515.0,76.0,59.0,136.0,274.0,167.0,4110.0,4070.0,4053.0,4203.0,4273.0
2218,BAYSIDE,784.0,778.0,829.0,864.0,999.0,693.0,670.0,700.0,716.0,726.0,450.0,440.0,420.0,420.0,420.0,201.0,131.0,217.0,183.0,225.0,53.0,20.0,45.0,59.0,64.0,2207.0,2170.0,2176.0,2142.0,2120.0
2218,GEORGES RIVER,784.0,778.0,829.0,864.0,999.0,693.0,670.0,700.0,716.0,726.0,450.0,440.0,420.0,420.0,420.0,201.0,131.0,217.0,183.0,225.0,53.0,20.0,45.0,59.0,64.0,2207.0,2170.0,2176.0,2142.0,2120.0
2219,BAYSIDE,1060.0,1273.0,1031.0,1070.0,1059.0,826.0,835.0,830.0,900.0,845.0,530.0,500.0,500.0,500.0,505.0,99.0,126.0,103.0,120.0,100.0,51.0,57.0,77.0,73.0,76.0,1302.0,1326.0,1342.0,1342.0,1349.0
2219,GEORGES RIVER,1060.0,1273.0,1031.0,1070.0,1059.0,826.0,835.0,830.0,900.0,845.0,530.0,500.0,500.0,500.0,505.0,99.0,126.0,103.0,120.0,100.0,51.0,57.0,77.0,73.0,76.0,1302.0,1326.0,1342.0,1342.0,1349.0
2220,GEORGES RIVER,891.0,958.0,989.0,1294.0,4291.0,770.0,765.0,828.0,850.0,820.0,533.0,490.0,480.0,480.0,460.0,498.0,437.0,608.0,592.0,585.0,78.0,65.0,89.0,133.0,153.0,4486.0,4445.0,4466.0,4546.0,4549.0
2221,GEORGES RIVER,1512.0,1162.0,1585.0,1483.0,1515.0,1490.0,1210.0,1525.0,1432.0,1480.0,570.0,540.0,530.0,530.0,555.0,70.0,79.0,74.0,73.0,70.0,40.0,40.0,47.0,82.0,62.0,871.0,892.0,892.0,912.0,913.0
2222,GEORGES RIVER,857.0,665.0,776.0,922.0,826.0,655.0,580.0,596.0,820.0,630.0,400.0,400.0,385.0,393.0,380.0,147.0,137.0,134.0,150.0,152.0,35.0,20.0,44.0,65.0,51.0,1660.0,1680.0,1672.0,1673.0,1633.0
2223,GEORGES RIVER,1133.0,1198.0,1159.0,1128.0,1247.0,935.0,1150.0,1054.0,1118.0,1233.0,450.0,450.0,460.0,430.0,410.0,189.0,123.0,183.0,189.0,190.0,53.0,47.0,62.0,91.0,62.0,2152.0,2138.0,2134.0,2121.0,2114.0
2224,SUTHERLAND SHIRE,1347.0,1405.0,1404.0,1394.0,1640.0,1350.0,1202.0,1226.0,1400.0,1585.0,650.0,640.0,710.0,700.0,665.0,81.0,80.0,76.0,71.0,70.0,43.0,20.0,47.0,55.0,53.0,859.0,864.0,883.0,884.0,879.0
2225,GEORGES RIVER,705.0,1251.0,1426.0,1324.0,1469.0,705.0,1140.0,1300.0,1250.0,1470.0,450.0,450.0,640.0,688.0,450.0,5.0,5.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,20.0,132.0,132.0,138.0,143.0,140.0
2225,SUTHERLAND SHIRE,705.0,1251.0,1426.0,1324.0,1469.0,705.0,1140.0,1300.0,1250.0,1470.0,450.0,450.0,640.0,688.0,450.0,5.0,5.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,20.0,132.0,132.0,138.0,143.0,140.0
2226,SUTHERLAND SHIRE,950.0,1009.0,980.0,1098.0,1212.0,823.0,1060.0,902.0,1150.0,1225.0,530.0,498.0,570.0,600.0,530.0,65.0,46.0,65.0,53.0,68.0,36.0,35.0,47.0,59.0,48.0,667.0,653.0,666.0,655.0,665.0
2227,SUTHERLAND SHIRE,1092.0,1099.0,1158.0,1174.0,1283.0,1095.0,1135.0,1220.0,1150.0,1250.0,550.0,540.0,565.0,600.0,580.0,94.0,73.0,132.0,85.0,115.0,54.0,47.0,53.0,79.0,69.0,1071.0,1062.0,1109.0,1112.0,1121.0
2228,SUTHERLAND SHIRE,982.0,985.0,948.0,1017.0,1089.0,823.0,950.0,758.0,915.0,855.0,540.0,515.0,540.0,550.0,550.0,225.0,169.0,188.0,193.0,197.0,94.0,54.0,110.0,124.0,116.0,1989.0,1988.0,2034.0,2119.0,2139.0
2229,SUTHERLAND SHIRE,1180.0,1278.0,1262.0,1418.0,1424.0,1046.0,1235.0,1277.0,1420.0,1410.0,580.0,550.0,550.0,550.0,600.0,253.0,225.0,220.0,245.0,214.0,132.0,100.0,144.0,181.0,151.0,2261.0,2245.0,2290.0,2304.0,2290.0
2230,SUTHERLAND SHIRE,1326.0,2240.0,1299.0,1302.0,1456.0,1175.0,1250.0,1148.0,985.0,1300.0,530.0,490.0,540.0,530.0,530.0,376.0,456.0,533.0,397.0,436.0,132.0,121.0,144.0,227.0,254.0,4196.0,4170.0,4307.0,4348.0,4334.0
2231,SUTHERLAND SHIRE,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,600.0,450.0,500.0,5.0,5.0,20.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,92.0,91.0,103.0,97.0,107.0
2232,SUTHERLAND SHIRE,909.0,908.0,906.0,950.0,941.0,820.0,900.0,895.0,910.0,783.0,480.0,480.0,500.0,500.0,495.0,339.0,223.0,290.0,266.0,333.0,129.0,100.0,161.0,179.0,221.0,3010.0,3016.0,3076.0,3246.0,3284.0
2233,SUTHERLAND SHIRE,952.0,937.0,923.0,942.0,991.0,965.0,953.0,920.0,970.0,1000.0,585.0,550.0,540.0,550.0,550.0,94.0,79.0,99.0,73.0,79.0,84.0,72.0,108.0,129.0,137.0,991.0,981.0,1008.0,1045.0,1048.0
2234,SUTHERLAND SHIRE,1137.0,1109.0,1079.0,1143.0,1203.0,1138.0,1125.0,1050.0,1125.0,1210.0,630.0,665.0,600.0,630.0,695.0,51.0,62.0,58.0,53.0,82.0,81.0,66.0,96.0,115.0,83.0,829.0,823.0,820.0,815.0,821.0
2250,CENTRAL COAST,629.0,643.0,704.0,722.0,725.0,623.0,610.0,649.0,671.0,684.0,410.0,400.0,420.0,435.0,440.0,687.0,521.0,705.0,605.0,618.0,236.0,199.0,341.0,418.0,397.0,6533.0,6542.0,6834.0,7086.0,7108.0
2250,CESSNOCK,629.0,643.0,704.0,722.0,725.0,623.0,610.0,649.0,671.0,684.0,410.0,400.0,420.0,435.0,440.0,687.0,521.0,705.0,605.0,618.0,236.0,199.0,341.0,418.0,397.0,6533.0,6542.0,6834.0,7086.0,7108.0
2250,HAWKESBURY,629.0,643.0,704.0,722.0,725.0,623.0,610.0,649.0,671.0,684.0,410.0,400.0,420.0,435.0,440.0,687.0,521.0,705.0,605.0,618.0,236.0,199.0,341.0,418.0,397.0,6533.0,6542.0,6834.0,7086.0,7108.0
2251,CENTRAL COAST,839.0,874.0,1023.0,1091.0,1186.0,798.0,815.0,900.0,970.0,1070.0,500.0,490.0,520.0,555.0,590.0,181.0,191.0,152.0,120.0,143.0,110.0,117.0,157.0,187.0,161.0,1789.0,1818.0,1848.0,1810.0,1795.0
2256,CENTRAL COAST,775.0,876.0,796.0,911.0,894.0,651.0,716.0,695.0,739.0,788.0,400.0,420.0,410.0,400.0,440.0,160.0,126.0,159.0,128.0,120.0,75.0,70.0,98.0,103.0,122.0,1824.0,1832.0,1886.0,1891.0,1884.0
2257,CENTRAL COAST,803.0,817.0,899.0,883.0,1050.0,776.0,733.0,790.0,800.0,900.0,400.0,400.0,420.0,430.0,450.0,310.0,284.0,341.0,259.0,247.0,143.0,107.0,181.0,228.0,214.0,3672.0,3684.0,3781.0,3788.0,3753.0
2258,CENTRAL COAST,742.0,821.0,772.0,928.0,934.0,774.0,778.0,740.0,805.0,870.0,420.0,430.0,400.0,385.0,450.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,303.0,298.0,295.0,285.0,286.0
2259,CENTRAL COAST,599.0,603.0,612.0,629.0,700.0,568.0,580.0,603.0,603.0,659.0,420.0,425.0,420.0,450.0,450.0,434.0,387.0,408.0,386.0,339.0,210.0,200.0,292.0,354.0,332.0,4822.0,4891.0,5000.0,5016.0,5032.0
2259,LAKE MACQUARIE,599.0,603.0,612.0,629.0,700.0,568.0,580.0,603.0,603.0,659.0,420.0,425.0,420.0,450.0,450.0,434.0,387.0,408.0,386.0,339.0,210.0,200.0,292.0,354.0,332.0,4822.0,4891.0,5000.0,5016.0,5032.0
2260,CENTRAL COAST,963.0,1097.0,1121.0,1210.0,1337.0,890.0,944.0,1013.0,1073.0,1200.0,550.0,550.0,530.0,600.0,600.0,232.0,225.0,231.0,167.0,209.0,99.0,102.0,184.0,210.0,136.0,1924.0,1952.0,2013.0,1978.0,1951.0
